iso639-1,iso639-2b,iso639-2t,iso639-3,scope,language_type,name
,,,nkc,individual,living,Nkongho
,,,nkd,individual,living,Koireng
,,,nke,individual,living,Duke
,,,nkf,individual,living,Inpui Naga
,,,nkg,individual,living,Nekgini
,,,nkh,individual,living,Khezha Naga
,,,nki,individual,living,Thangal Naga
,,,nkj,individual,living,Nakai
,,,nkk,individual,living,Nokuku
,,,nkm,individual,living,Namat
,,,nkn,individual,living,Nkangala
,,,nko,individual,living,Nkonya
,,,nkp,individual,extinct,Niuatoputapu
,,,nkq,individual,living,Nkami
,,,nkr,individual,living,Nukuoro
,,,nks,individual,living,North Asmat
,,,nkt,individual,living,Nyika (Tanzania)
,,,nku,individual,living,Bouna Kulango
,,,nkv,individual,living,Nyika (Malawi and Zambia)
,,,nkw,individual,living,Nkutu
,,,nkx,individual,living,Nkoroo
,,,nkz,individual,living,Nkari
,,,nla,individual,living,Ngombale
,,,nlc,individual,living,Nalca
nl,dut,nld,nld,individual,living,Dutch
,,,nle,individual,living,East Nyala
,,,nlg,individual,living,Gela
,,,nli,individual,living,Grangali
,,,nlj,individual,living,Nyali
,,,nlk,individual,living,Ninia Yali
,,,nll,individual,living,Nihali
,,,nlm,individual,living,Mankiyali
,,,nlo,individual,living,Ngul
,,,nlq,individual,living,Lao Naga
,,,nlu,individual,living,Nchumbulu
,,,nlv,individual,living,Orizaba Nahuatl
,,,nlw,individual,extinct,Walangama
,,,nlx,individual,living,Nahali
,,,nly,individual,living,Nyamal
,,,nlz,individual,living,Nalögo
,,,nma,individual,living,Maram Naga
,,,nmb,individual,living,Big Nambas
,,,nmc,individual,living,Ngam
,,,nmd,individual,living,Ndumu
,,,nme,individual,living,Mzieme Naga
,,,nmf,individual,living,Tangkhul Naga (India)
,,,nmg,individual,living,Kwasio
,,,nmh,individual,living,Monsang Naga
,,,nmi,individual,living,Nyam
,,,nmj,individual,living,Ngombe (Central African Republic)
,,,nmk,individual,living,Namakura
,,,nml,individual,living,Ndemli
,,,nmm,individual,living,Manangba
,,,nmn,individual,living,ǃXóõ
,,,nmo,individual,living,Moyon Naga
,,,nmp,individual,extinct,Nimanbur
,,,nmq,individual,living,Nambya
,,,nmr,individual,extinct,Nimbari
,,,nms,individual,living,Letemboi
,,,nmt,individual,living,Namonuito
,,,nmu,individual,living,Northeast Maidu
,,,nmv,individual,extinct,Ngamini
,,,nmw,individual,living,Nimoa
,,,nmx,individual,living,Nama (Papua New Guinea)
,,,nmy,individual,living,Namuyi
,,,nmz,individual,living,Nawdm
,,,nna,individual,living,Nyangumarta
,,,nnb,individual,living,Nande
,,,nnc,individual,living,Nancere
,,,nnd,individual,living,West Ambae
,,,nne,individual,living,Ngandyera
,,,nnf,individual,living,Ngaing
,,,nng,individual,living,Maring Naga
,,,nnh,individual,living,Ngiemboon
,,,nni,individual,living,North Nuaulu
,,,nnj,individual,living,Nyangatom
,,,nnk,individual,living,Nankina
,,,nnl,individual,living,Northern Rengma Naga
,,,nnm,individual,living,Namia
,,,nnn,individual,living,Ngete
nn,nno,nno,nno,individual,living,Norwegian Nynorsk
,,,nnp,individual,living,Wancho Naga
,,,nnq,individual,living,Ngindo
,,,nnr,individual,extinct,Narungga
,,,nnt,individual,extinct,Nanticoke
,,,nnu,individual,living,Dwang
,,,nnv,individual,extinct,Nugunu (Australia)
,,,nnw,individual,living,Southern Nuni
,,,nny,individual,extinct,Nyangga
,,,nnz,individual,living,Nda'nda'
,,,noa,individual,living,Woun Meu
nb,nob,nob,nob,individual,living,Norwegian Bokmål
,,,noc,individual,living,Nuk
,,,nod,individual,living,Northern Thai
,,,noe,individual,living,Nimadi
,,,nof,individual,living,Nomane
,nog,nog,nog,individual,living,Nogai
,,,noh,individual,living,Nomu
,,,noi,individual,living,Noiri
,,,noj,individual,living,Nonuya
,,,nok,individual,extinct,Nooksack
,,,nol,individual,extinct,Nomlaki
,non,non,non,individual,historical,Old Norse
,,,nop,individual,living,Numanggang
,,,noq,individual,living,Ngongo
no,nor,nor,nor,macrolanguage,living,Norwegian
,,,nos,individual,living,Eastern Nisu
,,,not,individual,living,Nomatsiguenga
,,,nou,individual,living,Ewage-Notu
,,,nov,individual,constructed,Novial
,,,now,individual,living,Nyambo
,,,noy,individual,living,Noy
,,,noz,individual,living,Nayi
,,,npa,individual,living,Nar Phu
,,,npb,individual,living,Nupbikha
,,,npg,individual,living,Ponyo-Gongwang Naga
,,,nph,individual,living,Phom Naga
,,,npi,individual,living,Nepali (individual language)
,,,npl,individual,living,Southeastern Puebla Nahuatl
,,,npn,individual,living,Mondropolon
,,,npo,individual,living,Pochuri Naga
,,,nps,individual,living,Nipsan
,,,npu,individual,living,Puimei Naga
,,,npx,individual,living,Noipx
,,,npy,individual,living,Napu
,,,nqg,individual,living,Southern Nago
,,,nqk,individual,living,Kura Ede Nago
,,,nql,individual,living,Ngendelengo
,,,nqm,individual,living,Ndom
,,,nqn,individual,living,Nen
,nqo,nqo,nqo,individual,living,N'Ko
,,,nqq,individual,living,Kyan-Karyaw Naga
,,,nqt,individual,living,Nteng
,,,nqy,individual,living,Akyaung Ari Naga
,,,nra,individual,living,Ngom
,,,nrb,individual,living,Nara
,,,nrc,individual,historical,Noric
,,,nre,individual,living,Southern Rengma Naga
,,,nrf,individual,living,Jèrriais
,,,nrg,individual,living,Narango
,,,nri,individual,living,Chokri Naga
,,,nrk,individual,living,Ngarla
,,,nrl,individual,living,Ngarluma
,,,nrm,individual,living,Narom
,,,nrn,individual,extinct,Norn
,,,nrp,individual,historical,North Picene
,,,nrr,individual,extinct,Norra
,,,nrt,individual,extinct,Northern Kalapuya
,,,nru,individual,living,Narua
,,,nrx,individual,extinct,Ngurmbur
,,,nrz,individual,living,Lala
,,,nsa,individual,living,Sangtam Naga
,,,nsb,individual,extinct,Lower Nossob
,,,nsc,individual,living,Nshi
,,,nsd,individual,living,Southern Nisu
,,,nse,individual,living,Nsenga
,,,nsf,individual,living,Northwestern Nisu
,,,nsg,individual,living,Ngasa
,,,nsh,individual,living,Ngoshie
,,,nsi,individual,living,Nigerian Sign Language
,,,nsk,individual,living,Naskapi
,,,nsl,individual,living,Norwegian Sign Language
,,,nsm,individual,living,Sumi Naga
,,,nsn,individual,living,Nehan
,nso,nso,nso,individual,living,Pedi
,,,nsp,individual,living,Nepalese Sign Language
,,,nsq,individual,living,Northern Sierra Miwok
,,,nsr,individual,living,Maritime Sign Language
,,,nss,individual,living,Nali
,,,nst,individual,living,Tase Naga
,,,nsu,individual,living,Sierra Negra Nahuatl
,,,nsv,individual,living,Southwestern Nisu
,,,nsw,individual,living,Navut
,,,nsx,individual,living,Nsongo
,,,nsy,individual,living,Nasal
,,,nsz,individual,living,Nisenan
,,,ntd,individual,living,Northern Tidung
,,,nte,individual,living,Nathembo
,,,ntg,individual,extinct,Ngantangarra
,,,nti,individual,living,Natioro
,,,ntj,individual,living,Ngaanyatjarra
,,,ntk,individual,living,Ikoma-Nata-Isenye
,,,ntm,individual,living,Nateni
,,,nto,individual,living,Ntomba
,,,ntp,individual,living,Northern Tepehuan
,,,ntr,individual,living,Delo
,,,ntu,individual,living,Natügu
,,,ntw,individual,extinct,Nottoway
,,,ntx,individual,living,Tangkhul Naga (Myanmar)
,,,nty,individual,living,Mantsi
,,,ntz,individual,living,Natanzi
,,,nua,individual,living,Yuanga
,,,nuc,individual,extinct,Nukuini
,,,nud,individual,living,Ngala
,,,nue,individual,living,Ngundu
,,,nuf,individual,living,Nusu
,,,nug,individual,extinct,Nungali
,,,nuh,individual,living,Ndunda
,,,nui,individual,living,Ngumbi
,,,nuj,individual,living,Nyole
,,,nuk,individual,living,Nuu-chah-nulth
,,,nul,individual,extinct,Nusa Laut
,,,num,individual,living,Niuafo'ou
,,,nun,individual,living,Anong
,,,nuo,individual,living,Nguôn
,,,nup,individual,living,Nupe-Nupe-Tako
,,,nuq,individual,living,Nukumanu
,,,nur,individual,living,Nukuria
,,,nus,individual,living,Nuer
,,,nut,individual,living,Nung (Viet Nam)
,,,nuu,individual,living,Ngbundu
,,,nuv,individual,living,Northern Nuni
,,,nuw,individual,living,Nguluwan
,,,nux,individual,living,Mehek
,,,nuy,individual,living,Nunggubuyu
,,,nuz,individual,living,Tlamacazapa Nahuatl
,,,nvh,individual,living,Nasarian
,,,nvm,individual,living,Namiae
,,,nvo,individual,living,Nyokon
,,,nwa,individual,extinct,Nawathinehena
,,,nwb,individual,living,Nyabwa
,nwc,nwc,nwc,individual,historical,Classical Newari
,,,nwe,individual,living,Ngwe
,,,nwg,individual,extinct,Ngayawung
,,,nwi,individual,living,Southwest Tanna
,,,nwm,individual,living,Nyamusa-Molo
,,,nwo,individual,extinct,Nauo
,,,nwr,individual,living,Nawaru
,,,nww,individual,living,Ndwewe
,,,nwx,individual,historical,Middle Newar
,,,nwy,individual,extinct,Nottoway-Meherrin
,,,nxa,individual,living,Nauete
,,,nxd,individual,living,Ngando (Democratic Republic of Congo)
,,,nxe,individual,living,Nage
,,,nxg,individual,living,Ngad'a
,,,nxi,individual,living,Nindi
,,,nxk,individual,living,Koki Naga
,,,nxl,individual,living,South Nuaulu
,,,nxm,individual,historical,Numidian
,,,nxn,individual,extinct,Ngawun
,,,nxo,individual,living,Ndambomo
,,,nxq,individual,living,Naxi
,,,nxr,individual,living,Ninggerum
,,,nxx,individual,living,Nafri
ny,nya,nya,nya,individual,living,Nyanja
,,,nyb,individual,living,Nyangbo
,,,nyc,individual,living,Nyanga-li
,,,nyd,individual,living,Nyore
,,,nye,individual,living,Nyengo
,,,nyf,individual,living,Giryama
,,,nyg,individual,living,Nyindu
,,,nyh,individual,living,Nyikina
,,,nyi,individual,living,Ama (Sudan)
,,,nyj,individual,living,Nyanga
,,,nyk,individual,living,Nyaneka
,,,nyl,individual,living,Nyeu
,nym,nym,nym,individual,living,Nyamwezi
,nyn,nyn,nyn,individual,living,Nyankole
,nyo,nyo,nyo,individual,living,Nyoro
,,,nyp,individual,extinct,Nyang'i
,,,nyq,individual,living,Nayini
,,,nyr,individual,living,Nyiha (Malawi)
,,,nys,individual,living,Nyungar
,,,nyt,individual,extinct,Nyawaygi
,,,nyu,individual,living,Nyungwe
,,,nyv,individual,extinct,Nyulnyul
,,,nyw,individual,living,Nyaw
,,,nyx,individual,extinct,Nganyaywana
,,,nyy,individual,living,Nyakyusa-Ngonde
,,,nza,individual,living,Tigon Mbembe
,,,nzb,individual,living,Njebi
,,,nzd,individual,living,Nzadi
,nzi,nzi,nzi,individual,living,Nzima
,,,nzk,individual,living,Nzakara
,,,nzm,individual,living,Zeme Naga
,,,nzr,individual,living,Dir-Nyamzak-Mbarimi
,,,nzs,individual,living,New Zealand Sign Language
,,,nzu,individual,living,Teke-Nzikou
,,,nzy,individual,living,Nzakambay
,,,nzz,individual,living,Nanga Dama Dogon
,,,oaa,individual,living,Orok
,,,oac,individual,living,Oroch
,,,oar,individual,historical,Old Aramaic (up to 700 BCE)
,,,oav,individual,historical,Old Avar
,,,obi,individual,extinct,Obispeño
,,,obk,individual,living,Southern Bontok
,,,obl,individual,living,Oblo
,,,obm,individual,historical,Moabite
,,,obo,individual,living,Obo Manobo
,,,obr,individual,historical,Old Burmese
,,,obt,individual,historical,Old Breton
,,,obu,individual,living,Obulom
,,,oca,individual,living,Ocaina
,,,och,individual,historical,Old Chinese
oc,oci,oci,oci,individual,living,Occitan (post 1500)
,,,ocm,individual,historical,Old Cham
,,,oco,individual,historical,Old Cornish
,,,ocu,individual,living,Atzingo Matlatzinca
,,,oda,individual,living,Odut
,,,odk,individual,living,Od
,,,odt,individual,historical,Old Dutch
,,,odu,individual,living,Odual
,,,ofo,individual,extinct,Ofo
,,,ofs,individual,historical,Old Frisian
,,,ofu,individual,living,Efutop
,,,ogb,individual,living,Ogbia
,,,ogc,individual,living,Ogbah
,,,oge,individual,historical,Old Georgian
,,,ogg,individual,living,Ogbogolo
,,,ogo,individual,living,Khana
,,,ogu,individual,living,Ogbronuagum
,,,oht,individual,historical,Old Hittite
,,,ohu,individual,historical,Old Hungarian
,,,oia,individual,living,Oirata
,,,oie,individual,living,Okolie
,,,oin,individual,living,Inebu One
,,,ojb,individual,living,Northwestern Ojibwa
,,,ojc,individual,living,Central Ojibwa
,,,ojg,individual,living,Eastern Ojibwa
oj,oji,oji,oji,macrolanguage,living,Ojibwa
,,,ojp,individual,historical,Old Japanese
,,,ojs,individual,living,Severn Ojibwa
,,,ojv,individual,living,Ontong Java
,,,ojw,individual,living,Western Ojibwa
,,,oka,individual,living,Okanagan
,,,okb,individual,living,Okobo
,,,okc,individual,living,Kobo
,,,okd,individual,living,Okodia
,,,oke,individual,living,Okpe (Southwestern Edo)
,,,okg,individual,extinct,Koko Babangk
,,,okh,individual,living,Koresh-e Rostam
,,,oki,individual,living,Okiek
,,,okj,individual,extinct,Oko-Juwoi
,,,okk,individual,living,Kwamtim One
,,,okl,individual,extinct,Old Kentish Sign Language
,,,okm,individual,historical,Middle Korean (10th-16th cent.)
,,,okn,individual,living,Oki-No-Erabu
,,,oko,individual,historical,Old Korean (3rd-9th cent.)
,,,okr,individual,living,Kirike
,,,oks,individual,living,Oko-Eni-Osayen
,,,oku,individual,living,Oku
,,,okv,individual,living,Orokaiva
,,,okx,individual,living,Okpe (Northwestern Edo)
,,,okz,individual,historical,Old Khmer
,,,ola,individual,living,Walungge
,,,old,individual,living,Mochi
,,,ole,individual,living,Olekha
,,,olk,individual,extinct,Olkol
,,,olm,individual,living,Oloma
,,,olo,individual,living,Livvi
,,,olr,individual,living,Olrat
,,,olt,individual,historical,Old Lithuanian
,,,olu,individual,living,Kuvale
,,,oma,individual,living,Omaha-Ponca
,,,omb,individual,living,East Ambae
,,,omc,individual,extinct,Mochica
,,,omg,individual,living,Omagua
,,,omi,individual,living,Omi
,,,omk,individual,extinct,Omok
,,,oml,individual,living,Ombo
,,,omn,individual,historical,Minoan
,,,omo,individual,living,Utarmbung
,,,omp,individual,historical,Old Manipuri
,,,omr,individual,historical,Old Marathi
,,,omt,individual,living,Omotik
,,,omu,individual,extinct,Omurano
,,,omw,individual,living,South Tairora
,,,omx,individual,historical,Old Mon
,,,omy,individual,historical,Old Malay
,,,ona,individual,living,Ona
,,,onb,individual,living,Lingao
,,,one,individual,living,Oneida
,,,ong,individual,living,Olo
,,,oni,individual,living,Onin
,,,onj,individual,living,Onjob
,,,onk,individual,living,Kabore One
,,,onn,individual,living,Onobasulu
,,,ono,individual,living,Onondaga
,,,onp,individual,living,Sartang
,,,onr,individual,living,Northern One
,,,ons,individual,living,Ono
,,,ont,individual,living,Ontenu
,,,onu,individual,living,Unua
,,,onw,individual,historical,Old Nubian
,,,onx,individual,living,Onin Based Pidgin
,,,ood,individual,living,Tohono O'odham
,,,oog,individual,living,Ong
,,,oon,individual,living,Önge
,,,oor,individual,living,Oorlams
,,,oos,individual,historical,Old Ossetic
,,,opa,individual,living,Okpamheri
,,,opk,individual,living,Kopkaka
,,,opm,individual,living,Oksapmin
,,,opo,individual,living,Opao
,,,opt,individual,extinct,Opata
,,,opy,individual,living,Ofayé
,,,ora,individual,living,Oroha
,,,orc,individual,living,Orma
,,,ore,individual,living,Orejón
,,,org,individual,living,Oring
,,,orh,individual,living,Oroqen
or,ori,ori,ori,macrolanguage,living,Oriya (macrolanguage)
om,orm,orm,orm,macrolanguage,living,Oromo
,,,orn,individual,living,Orang Kanaq
,,,oro,individual,living,Orokolo
,,,orr,individual,living,Oruma
,,,ors,individual,living,Orang Seletar
,,,ort,individual,living,Adivasi Oriya
,,,oru,individual,living,Ormuri
,,,orv,individual,historical,Old Russian
,,,orw,individual,living,Oro Win
,,,orx,individual,living,Oro
,,,ory,individual,living,Odia
,,,orz,individual,living,Ormu
,osa,osa,osa,individual,living,Osage
,,,osc,individual,historical,Oscan
,,,osi,individual,living,Osing
,,,osn,individual,historical,Old Sundanese
,,,oso,individual,living,Ososo
,,,osp,individual,historical,Old Spanish
os,oss,oss,oss,individual,living,Ossetian
,,,ost,individual,living,Osatu
,,,osu,individual,living,Southern One
,,,osx,individual,historical,Old Saxon
,ota,ota,ota,individual,historical,Ottoman Turkish (1500-1928)
,,,otb,individual,historical,Old Tibetan
,,,otd,individual,living,Ot Danum
,,,ote,individual,living,Mezquital Otomi
,,,oti,individual,extinct,Oti
,,,otk,individual,historical,Old Turkish
,,,otl,individual,living,Tilapa Otomi
,,,otm,individual,living,Eastern Highland Otomi
,,,otn,individual,living,Tenango Otomi
,,,otq,individual,living,Querétaro Otomi
,,,otr,individual,living,Otoro
,,,ots,individual,living,Estado de México Otomi
,,,ott,individual,living,Temoaya Otomi
,,,otu,individual,extinct,Otuke
,,,otw,individual,living,Ottawa
,,,otx,individual,living,Texcatepec Otomi
,,,oty,individual,historical,Old Tamil
,,,otz,individual,living,Ixtenco Otomi
,,,oua,individual,living,Tagargrent
,,,oub,individual,living,Glio-Oubi
,,,oue,individual,living,Oune
,,,oui,individual,historical,Old Uighur
,,,oum,individual,extinct,Ouma
,,,ovd,individual,living,Elfdalian
,,,owi,individual,living,Owiniga
,,,owl,individual,historical,Old Welsh
,,,oyb,individual,living,Oy
,,,oyd,individual,living,Oyda
,,,oym,individual,living,Wayampi
,,,oyy,individual,living,Oya'oya
,,,ozm,individual,living,Koonzime
,,,pab,individual,living,Parecís
,,,pac,individual,living,Pacoh
,,,pad,individual,living,Paumarí
,,,pae,individual,living,Pagibete
,,,paf,individual,extinct,Paranawát
,pag,pag,pag,individual,living,Pangasinan
,,,pah,individual,living,Tenharim
,,,pai,individual,living,Pe
,,,pak,individual,living,Parakanã
,pal,pal,pal,individual,historical,Pahlavi
,pam,pam,pam,individual,living,Pampanga
pa,pan,pan,pan,individual,living,Panjabi
,,,pao,individual,living,Northern Paiute
,pap,pap,pap,individual,living,Papiamento
,,,paq,individual,living,Parya
,,,par,individual,living,Panamint
,,,pas,individual,living,Papasena
,pau,pau,pau,individual,living,Palauan
,,,pav,individual,living,Pakaásnovos
,,,paw,individual,living,Pawnee
,,,pax,individual,extinct,Pankararé
,,,pay,individual,living,Pech
,,,paz,individual,extinct,Pankararú
,,,pbb,individual,living,Páez
,,,pbc,individual,living,Patamona
,,,pbe,individual,living,Mezontla Popoloca
,,,pbf,individual,living,Coyotepec Popoloca
,,,pbg,individual,extinct,Paraujano
,,,pbh,individual,living,E'ñapa Woromaipu
,,,pbi,individual,living,Parkwa
,,,pbl,individual,living,Mak (Nigeria)
,,,pbm,individual,living,Puebla Mazatec
,,,pbn,individual,living,Kpasam
,,,pbo,individual,living,Papel
,,,pbp,individual,living,Badyara
,,,pbr,individual,living,Pangwa
,,,pbs,individual,living,Central Pame
,,,pbt,individual,living,Southern Pashto
,,,pbu,individual,living,Northern Pashto
,,,pbv,individual,living,Pnar
,,,pby,individual,living,Pyu (Papua New Guinea)
,,,pca,individual,living,Santa Inés Ahuatempan Popoloca
,,,pcb,individual,living,Pear
,,,pcc,individual,living,Bouyei
,,,pcd,individual,living,Picard
,,,pce,individual,living,Ruching Palaung
,,,pcf,individual,living,Paliyan
,,,pcg,individual,living,Paniya
,,,pch,individual,living,Pardhan
,,,pci,individual,living,Duruwa
,,,pcj,individual,living,Parenga
,,,pck,individual,living,Paite Chin
,,,pcl,individual,living,Pardhi
,,,pcm,individual,living,Nigerian Pidgin
,,,pcn,individual,living,Piti
,,,pcp,individual,living,Pacahuara
,,,pcw,individual,living,Pyapun
,,,pda,individual,living,Anam
,,,pdc,individual,living,Pennsylvania German
,,,pdi,individual,living,Pa Di
,,,pdn,individual,living,Podena
,,,pdo,individual,living,Padoe
,,,pdt,individual,living,Plautdietsch
,,,pdu,individual,living,Kayan
,,,pea,individual,living,Peranakan Indonesian
,,,peb,individual,extinct,Eastern Pomo
,,,ped,individual,living,Mala (Papua New Guinea)
,,,pee,individual,living,Taje
,,,pef,individual,extinct,Northeastern Pomo
